review,vibe
안 좋은점은 오래 줄을 서야한다 줄서는 안내판이라도 있었으며 친절점수 1점 더,
카레는 토핑별로 이름이 달라집니다,
면발도 좋고 국물도 정말 깔끔하니 좋아요,
여기 치킨 너무 맛있었어요,
깔끔하고 맛도 좋고 분위기도 좋은 곳,
세트메뉴는 추천하지 않음,
짬뽕이 자극적이지 않고 정말 맛있었아오,
전반적인 서비스도 상당히 훌륭합니다,
2명보단 3명 3명보단 4명이서 가기 좋은 곳입니다,
줄 서는건 기본이라고 생각하고 오면 맘이 편하다 간장새우가 식감도 짠 정도도 흡족할 수준이다 연어덮밥의 연어도 두꺼운 편이고 밥보다 연어가 많아서 양도 괜찮은 편인듯,
최악,
밑반찬도 다 맛있음 가격도 괜찮은편 그리고,
빈자리가 많았지만 좁은 2인석으로 안내해서 먹는 내내 자리가 불편했음,
가격도 맛도 최고다,
하나의 메인 요리입니다,
굳이,
여기만 남은듯 싶네요,
가격대비 맛있는 곳입니다,
반반훠궈로먹으면 두가지맛을 맛볼수있어서 좋다 분위기는 뷔페라 시끌벅적하다,
다만 뷔페의 요리 메뉴는 자주 손이 가진 않았습니다,
따뜻한 오후에 햇살을 받으며 여유롭게 커피와 브런치를 먹기 좋은 곳 입니다,
고기 정말 부드럽고 맛있어요,
코로나 기간이라 그런지 약간의 줄만 서면 먹을 수 있었다,
무엇보다 구워주시고 코키지 프리라 좋은 와인 가져가서 같이 먹을수 있는 곳이라 다시 가고 싶은곳,
참고로 150,
남직원은 친절함,
하지만 시그니쳐인 양장피는 가격값을 한다는 느낌을 받지 못했으며 맛도 그저 그렇다,
그리고 24시간이라서 참 좋다,
대,
관리가 잘 되진 않는듯,
동네마다 있는 체인 국밥집,
탕수육은,
스테이크를 정말 맛있게 구워주십니다,
또 방문할 예정입니다,
", , ,",
"그래도 음료와 디저트, 과일까지 모두 먹을수있다고 생각하면 꽤 가성비 넘치는 곳",
음식도 서비스도 분위기도 좋았어요,
맛도 좋고 가격도 좋고 다 좋은데 가게앞이 동네 흡연 장소라,
돈가츠도 다른 돈가츠 맛집에서 나오는 그런 고기느낌이었습니다,
한국에 이렇게 돈지루 잘하는 집이 또 있을진 모르겠는데 여기는 진짜입니다,
직원분이 말씀하시길 8명 대기자가 있어서 저희자리 옆밖에 자리가 없다구요,
왜 이리 맛있죠,
우동이 맛있어요,
좋은 위치이지만 가격이 너무 높습니다,
55 점 리코타치즈 펜케이크 45점 이 집에서 제일 낫다,
탕수육안에 고기 안느껴짐,
삿포로 스아게에서 먹던 맛과 비슷해서 추억돋네요,
"그런데, 여기 말고 가까이에 다른 지점이 더 재료 종류가 많다고 함",
사실 음악 소리가 너무 커서 소리 질러도 안들릴 정도였습니다,
먹을거 없어요,
매우 좋은 원문 ,
또가고싶은 맛 ,
"세트 먹었는데, 기본적으로 기름기 많은 돼지를 숯불에 구우니 기름이 떨어져서 불쏘와 그을름이 뒤덥네요",
괜찮애,
돼지고기꼬치를 홍대에서 가장 잘하는집 적절한 불맛과 국내에 흔치않은 메뉴로 가장 잘 표현해내는곳,
짜지않아서 한방울도 남기지 않고 완냉 최근 먹은 냉면중 만족도 최고,
항정이 최고,
젊은 대학생들 대상으로 기성비 최고의 우동맛집,
마라탕과 마라면이 전문이라고한다,
양도 적지 않아요,
홍대 손오공 마라탕,
잘 먹었습니다,
앞으로도 기대되는 곳입니다,
테이블마다 주문기계가 있어서 주문하기도 편하구요,
고기 상태가 약간 랜덤이긴 하지만 전체적으로 만족 합니다,
홍대 좋은집 많습니다,
딥다크 레스토랑,
채식주의 자 친화적,
종종 들리는 곳,
홍대에서 몇안되는 재방문하게 되는 집,
해산물닭간장가쓰오 조합이 나쁘지 않았습니다 재료상태들도 좋았구요,
그 다음단계인 보통맛도 약간 쎕니다,
12시가 되기 전에 혹시나 손님이 많을까 부랴부랴 서둘러 가게 앞에 도착하니 뭔가 어두컴컴해 보여서 혹시 또 휴일인가 쎄한데 가게 문 유리 넘어 점원인 것 같은 하얀 두건을 두른 여직원의 모습이 보여 안도의 한숨을 내쉼,
토핑에는 특별한 기교가 들어가지 않으므로 카레 본연의 맛으로만 본다면 일본에서 먹는 것과 큰 차이를 느끼지 못할 정도 였습니다,
가격대비 맛은 꽤 좋았던 곳,
"키워드는 가성비, 적당한 맛과 질",
또 다시 우측,
그리고 저녁식사 중간에 피아노 연주를 해주셔서 더 좋음,
"단, 가격은 좀 나옴",
딴데갈래,
맛있고 의외로 양이 많은느낌,
가격이 좀높지만,
주방장이 일본유명 주방장이라 유명하다는데 그런걸 떠나서 진짜 맛있네,
원문 식당에 울리는 피아노소리와 맛있는 식사,
맛은 보통이었습니다,
환경 홍대에서 가깝고,
그중 대게볶음밥은 별루다,
다른 리뷰 참고하지 마시고 기본도 안되있는 곳 맛도 기대 마세요,
채소를 많이 넣어야 맛있음,
사실 웨이팅 때문에 나도 못가본지 1년이 넘어간다,
가격대가 있는편이긴하나 맛은 있음,
국물도 엄청 진하고 좋아요,
이미 오후 11시에 문을 닫았습니다,
맛이이상함 차려논건많은데 막상 먹을건 없음,
7분 김치찌개,
치킨꽂이 2개를 주문했는데 깔끔히 잘 먹었음,
지인들도 음식이 왜이렇게 늦게 나오냐며 성화를 부리다가 음식을 한 입 맛보고는 다들 이해가 간다고 함,
특제소유만 먹었는데 다른 것도 먹어봐야겠어요,
"식사로는 비빔냉면, 물냉면 시켜서 먹음",
전 메뉴 하나씩 다 먹어보고 싶습니다,
저도 기분이 좋지 않았어요,
소고기육수만,
처음 갔는데도 먹는 방법 알려주시면서 매우 친절하게 응대해주셔서 좋았어요,
충분하죠,
예전과는 많이 달라졌네요,
홍대에 위치한 파스타 가게 입니다,
"매장 내 공간이 다소 협소한 편이라, 다닥다닥 붙어 있어 다소 시끄럽긴함",
너무 친절하고 맛있습니다 일본 분들이 직접 만들어주는 일본 라멘,
정말 친절하고 깔끔해요,
"분위기 좋고, 회 외에도 이것저것 많이 나와서 좋아요",
마라 국물은 너무 자극적이라 힘들고 토마토 국물은 좋네요,
고기가 맛있긴한데 이베리코 치고 가격은 저렴하나 가격정도의 퀄리티만 제공,
거게는 작고 아담하지만 정말 정갈한 일본식 음식 특히 소바를 맛있게 합니다,
나의단골집,
음식쏘쏘하고 가격비싸고 분위기 좋고,
파스타맛있고 콜키지되서좋아요,
다른 한마리집에 비해 국물이 너무 심심함,
술한잔 하고싶을때면 꼭 오는 맛집맛집,
"개인적으로 홍대 불이야를 많이 갔는데, 하이디라오가 더 좋다에 손을 들어주고 싶다",
특히 생맥주가 맛있었습니다 코로나에 수출 규제 문제로 일본 가기가 어려운 요즘 가기에 딱적당한 곳,
특히 보리굴비 정식은 완존사기수준 참조기도 아닌 원산지도 모를 부서생선을 내놓았다,
괜찮은 참치 스시 레스토랑,
위생은 중간,
"복춘초마짬뽕 14,000원 자연산 송이버섯과 표고버섯이 들어갔고 새우, 꽃게, 소라 싱싱한 해산물도 큼직큼직하게 들어있다",
강츄,
낮에 맥주한잔도 하고싶어집니다,
일단 리뷰에서 음식이 굉장히 늦게 나온다는 말을 듣고 늦게 나오면 얼마나 늦게 나오겠어라고 생각했는데 진짜 음식 나오는데 2030분정도 걸렸음,
돼지국밥은 여기가 그래도 깔끔한편 실내가 좀 어두운거 빼면 좋음,
"보쌈특 43,000원 보쌈김치도 아닌 묵은지에 된장찌게는 정말 최악 보쌈고기는 냄새작렬 진짜 쏘주를 부르는 맛",
저렴한 음식가격에,
각종 밑반찬도 짜고달고시고 구글맵 쓰면서 이렇게까지 별점에 안어울리는 가게는 또 처음이네요,
또 말시킬까봐 이어폰하고 밥먹음,
입구가 공사중이라 찾는데 약간 헷갈렸어요,
5엿던듯 홍대에 있는 횟집치고는 그래도 스끼가 좀 나오는 편이긴 함 반지하 건물이고 천장고가 낮아서 좀 갑갑한 느낌이 있음,
국물에 프림을 타지는 않았을텐데 뭣땜에 뿌옇죠,
식사엔 320알 술과 함께는 280알 처럼 ,
사실 엄청 유명한 2번출구 근방에 있는 바다사랑 이라는 곳을 가려고 오후 5시에 갔습니다만,
맛있는 샐러드와 차도 꽤 좋습니다,
"5여년전보다 약간 부족하지만, 그래도 페이보릿라멘집",
동파육도 맛있어요,
그래도 기다리는게 괜찮다면 추천합니다,
테라스쪽앉으면분위기는좋으나 고기가너무 두껍게썰어줌,
가격이 다소 비싸기는 하지만 값어치는 있다고 생각합니다,
직접 고기를 구워주셔서 더 좋아요,
점원분들이 일본인이신 듯하다일본어 쓰심,
손님이 너무 많은데 비해 직원들이 너무 부족함,
하지만 역시 비싸서 재방의사는 ,
2차로 갈 곳을 찾는다면 여기를 추천,
조금시끄럽네요,
고기도 싱싱하고 사이드바도 잘 구비되어 있어서 마음 껏 눈치 볼거 없이 먹었어요,
가격은 다소 비싼 편이나 고기가 맛있습니다,
"디저트와 음료도 풍부하고, 기간 메뉴망고로 구성되어 좋았습니다",
"국밥은 별5개, 삼계탕은 경험 삼아 먹었는데 굳이 시험 삼아 12000원 날리는거 ",
어릴적에 믹스 팬케이크를 너무 많이 먹은 탓에 팬케이크 자체에 대해 사먹는 맛잇는 음식은 아니라는 편견이 있었는데 편견이 깨졌습니다,
오향육슬은 밥도둑맛이었닷,
요즘은 진짜 맛있는 돼지국밥먹고싶을때 가끔 감 근처 직장인한테 맛집이라고 슬쩍 추천해줫더니 존맛이라고 직원들하고 자주간다고함,
넷이서 먹어도 남는 크기에 치즈와 고기가 듬뿍,
으악,
맛이 없어요,
우동은 좀 별로 간장새우 맛있구 사케동도 맛있어용,
홍대 놀러 왔다가 점심 먹으러 우연치 않게 왔는데 역시나 맛이 좋더라구요,
"우리가 처음 갔을 때, 우리는 닭고기가 나눠 져야한다는 것을 알지 못하고 결국 각각을 주문했습니다",
고기는 육즙이 풍부하고 육즙이 풍부하고 게임 맛이 전혀 없었습니다,
적당히 맛있는 음식,
"5 , 4",
종류가 상당히 많았답니다,
펍이라 어쩔 수 없는거긴하지만 상당히 시끄러워서 일행 말소리도 잘 들리지 않아요,
정말 너무 맛있다,
"위에 뿌리는 소스나 시럽, 과일로 변화를 주는 방식이 아니라서 더욱 인상깊었구요",
덥거나 춥거나 비가 올 때면 좋은 점이긴 합니다,
근데 꿔바로우도 맛있고 마라탕도 맛있었어요,
좀 기다리니 사장님이신것 같은 경상도남자티가 팍팍나는 분이 다기세트를 준비해서 테이블위에서 쟈스민티를 만들어서 준비해 주심,
가격도 저렴 맛도 좋았다,
비쥬얼이 오졌습니다,
"면이 몹시 꾸덕하고, 국물우동보단 붓가께에서 그 꾸덕함을 더 잘 느낄 수 있습니다",
느끼하고 느끼함,
생각보다 맛은 좋았어요,
존맛 대구사는데 또가고싶다,
훠거도파는곳이라 단체손님들이나 현지인들도가끔오는거봄,
밥의 맛을 제대로 느낄 수 있는 현재의 가장 완벽한 조리법이 솥밥이 아닐까,
그거보면 아닌듯,
"그리고 숙주 많이 달라하면 정말 바가지로 많이 주십니다,, 단품은 7000원인데, 면도 많고 숙주도 많은데다 이벤트로 좋아요 하면 반계란이나 음료도 서비스로 주십니다",
크으으,
별은 4,
꼬치를 이렇게 맛있게 먹은건 또 처음이네요,
소고기를 부담없이 무한리필로 먹을수 있고 사이드메뉴도 다양하고 후식도 좋아요 그리고 2만원으로 이정도 가성비를 낼수 있는곳이 없어요 후회는 안할겁니다 7시넘어서 오면 사람이 많아서 좀 기다려야 되요,
원문 14000,
고기 구워주고 맛있음,
맛은있는데 가격대비 양이 좀 적음,
너무 얇아 고기가 오징어처럼 말리더라구요,
개인적으로는 구운 대파 올려져있는게 너무 좋았음,
놀라운 치킨,
"태국 관광객으로 보이는 사람들이 수십명씩 단체로 와서 오픈을 기다리고,그 뒤에 줄을 서서 2시간을 기다려 입점했지만 그 노고를 잊을 만큼 머리가 녹아내리는 맛이었다",
세트메뉴 가성비가 좋습니다,
항상 사람이 많다,
"육수,면,토핑까지 흠잡을곳 없어요",
돈까스 정식이 나름 괜찮았어요,
맛있습니다 파이탄소유라멘 토핑으로 면추가 추천드려요,
젊은층이면 괜찮은거같지만 연령대가 있으신분들은 좀더 고급 레스토랑에서 드시는게 나을거같아요,
주택을 개조한거라 분위기는 아주 좋으나 음식맛은 보통,
꼬치구이는 그냥 그러네요,
염통도 직접다 구워주시고 너무 맛나게 먹었어용 서비스해물탕국물도짱,
다만 오향장육은 아무래도 특유의 향이 있다보니 호불호가 갈리는 듯 하네요,
저렴하고 맛있는 음식을 먹을 수 있어서 정말 좋았어요,
"양,맛,비쥬얼",
고수도 듬뿍,
음식이 좀 심심해서 초딩입맛을 가지고 있는 남자에게는 좀 아쉬웠습니다 분위기는 아주 좋아요,
특히 리코타 치즈가 맛있었다,
다시마식초 너무좋다,
매장이 넒지 않아 오픈하자마자 만석,
짬뽕 찐한맛,
마라샹궈는 맛잇어요,
"점심은 쭈꾸미 10,000원, 쭈꾸미삼겹 11,000원으로 합리적인 가격",
정말 예쁘고 맛있고 산뜻한 버터밀크 메뉴들 최고에요,
밥이 따뜻하고 갓 한 밥같이 맛있었고 유자후추가 가라아케치킨이랑 같이먹으니 좀 상큼한 후추 맛이라 좋았습니다,
